timestamp,price,volume
2024-01-01 09:00:00,45000.00,2.500
2024-01-01 09:00:01,45025.50,1.200
2024-01-01 09:00:02,44998.25,3.400
2024-01-01 09:00:03,45055.75,0.800
2024-01-01 09:00:04,44975.00,4.200
2024-01-01 09:00:05,45080.25,1.600
2024-01-01 09:00:06,44950.50,5.100
2024-01-01 09:00:07,45105.75,0.900
2024-01-01 09:00:08,44925.00,6.200
2024-01-01 09:00:09,45130.25,1.100
2024-01-01 09:00:10,44900.75,7.300
2024-01-01 09:00:11,45155.50,0.700
2024-01-01 09:00:12,44875.25,8.100
2024-01-01 09:00:13,45180.00,1.300
2024-01-01 09:00:14,44850.75,9.200
2024-01-01 09:00:15,45205.25,0.600
2024-01-01 09:00:16,44825.50,10.100
2024-01-01 09:00:17,45230.75,1.400
2024-01-01 09:00:18,44800.00,11.300
2024-01-01 09:00:19,45255.25,0.500
2024-01-01 09:00:20,44775.50,12.200
2024-01-01 09:00:21,45280.75,1.700
2024-01-01 09:00:22,44750.25,13.100
2024-01-01 09:00:23,45305.00,0.400
2024-01-01 09:00:24,44725.75,14.300
2024-01-01 09:00:25,45330.25,1.800
2024-01-01 09:00:26,44700.50,15.200
2024-01-01 09:00:27,45355.75,0.300
2024-01-01 09:00:28,44675.00,16.100
2024-01-01 09:00:29,45380.25,1.900
2024-01-01 09:00:30,44650.50,17.300
2024-01-01 09:00:31,45405.75,0.200
2024-01-01 09:00:32,44625.25,18.200
2024-01-01 09:00:33,45430.00,2.100
2024-01-01 09:00:34,44600.75,19.100
2024-01-01 09:00:35,45455.25,0.100
2024-01-01 09:00:36,44575.50,20.300
2024-01-01 09:00:37,45480.75,2.200
2024-01-01 09:00:38,44550.00,21.200
2024-01-01 09:00:39,45505.25,0.050
2024-01-01 09:00:40,44525.50,22.100
2024-01-01 09:00:41,45530.75,2.300
2024-01-01 09:00:42,44500.25,23.300
2024-01-01 09:00:43,45555.00,0.025
2024-01-01 09:00:44,44475.75,24.200
2024-01-01 09:00:45,45580.25,2.400
2024-01-01 09:00:46,44450.50,25.100
2024-01-01 09:00:47,45605.75,0.075
2024-01-01 09:00:48,44425.00,26.300
2024-01-01 09:00:49,45630.25,2.500
2024-01-01 09:00:50,44400.50,27.200
2024-01-01 09:00:51,45655.75,0.125
2024-01-01 09:00:52,44375.25,28.100
2024-01-01 09:00:53,45680.00,2.600
2024-01-01 09:00:54,44350.75,29.300
2024-01-01 09:00:55,45705.25,0.150
2024-01-01 09:00:56,44325.50,30.200
2024-01-01 09:00:57,45730.75,2.700
2024-01-01 09:00:58,44300.00,31.100
2024-01-01 09:00:59,45755.25,0.175
