timestamp,price,volume
2024-01-01 00:00:00,2315.50,5.234
2024-01-01 00:00:01,2316.00,3.567
2024-01-01 00:00:02,2315.75,7.145
2024-01-01 00:00:03,2317.25,4.892
2024-01-01 00:00:04,2316.50,6.678
2024-01-01 00:00:05,2318.00,8.234
2024-01-01 00:00:06,2317.75,3.945
2024-01-01 00:00:07,2319.25,5.456
2024-01-01 00:00:08,2318.50,2.723
2024-01-01 00:00:09,2320.00,7.189
2024-01-01 00:00:10,2319.75,4.567
2024-01-01 00:00:11,2321.25,3.834
2024-01-01 00:00:12,2320.50,6.923
2024-01-01 00:00:13,2322.00,8.456
2024-01-01 00:00:14,2321.75,2.678
2024-01-01 00:00:15,2323.25,5.789
2024-01-01 00:00:16,2322.50,3.912
2024-01-01 00:00:17,2324.00,7.345
2024-01-01 00:00:18,2323.75,4.234
2024-01-01 00:00:19,2325.25,3.867
2024-01-01 00:00:20,2324.50,6.456
2024-01-01 00:00:21,2326.00,8.178
2024-01-01 00:00:22,2325.75,2.734
2024-01-01 00:00:23,2327.25,5.567
2024-01-01 00:00:24,2326.50,3.923
2024-01-01 00:00:25,2328.00,7.456
2024-01-01 00:00:26,2327.75,4.189
2024-01-01 00:00:27,2329.25,2.678
2024-01-01 00:00:28,2328.50,6.834
2024-01-01 00:00:29,2330.00,8.123
2024-01-01 00:00:30,2329.75,3.756
2024-01-01 00:00:31,2331.25,5.489
2024-01-01 00:00:32,2330.50,2.867
2024-01-01 00:00:33,2332.00,7.234
2024-01-01 00:00:34,2331.75,4.345
2024-01-01 00:00:35,2333.25,3.723
2024-01-01 00:00:36,2332.50,6.678
2024-01-01 00:00:37,2334.00,8.456
2024-01-01 00:00:38,2333.75,2.912
2024-01-01 00:00:39,2335.25,5.789
2024-01-01 00:00:40,2334.50,3.634
2024-01-01 00:00:41,2336.00,7.123
2024-01-01 00:00:42,2335.75,4.456
2024-01-01 00:00:43,2337.25,2.789
2024-01-01 00:00:44,2336.50,6.834
2024-01-01 00:00:45,2338.00,8.567
2024-01-01 00:00:46,2337.75,3.923
2024-01-01 00:00:47,2339.25,5.234
2024-01-01 00:00:48,2338.50,2.678
2024-01-01 00:00:49,2340.00,7.189
2024-01-01 00:00:50,2339.75,4.567
2024-01-01 00:00:51,2341.25,3.834
2024-01-01 00:00:52,2340.50,6.923
2024-01-01 00:00:53,2342.00,8.456
2024-01-01 00:00:54,2341.75,2.712
2024-01-01 00:00:55,2343.25,5.345
2024-01-01 00:00:56,2342.50,3.889
2024-01-01 00:00:57,2344.00,7.123
2024-01-01 00:00:58,2343.75,4.678
2024-01-01 00:00:59,2345.25,2.756
