timestamp,price,volume
2024-01-01 00:00:00,42350.50,1.234
2024-01-01 00:00:01,42351.00,0.567
2024-01-01 00:00:02,42350.75,2.145
2024-01-01 00:00:03,42352.25,0.892
2024-01-01 00:00:04,42351.50,1.678
2024-01-01 00:00:05,42353.00,3.234
2024-01-01 00:00:06,42352.75,0.945
2024-01-01 00:00:07,42354.25,1.456
2024-01-01 00:00:08,42353.50,0.723
2024-01-01 00:00:09,42355.00,2.189
2024-01-01 00:00:10,42354.75,1.567
2024-01-01 00:00:11,42356.25,0.834
2024-01-01 00:00:12,42355.50,1.923
2024-01-01 00:00:13,42357.00,2.456
2024-01-01 00:00:14,42356.75,0.678
2024-01-01 00:00:15,42358.25,1.789
2024-01-01 00:00:16,42357.50,0.912
2024-01-01 00:00:17,42359.00,2.345
2024-01-01 00:00:18,42358.75,1.234
2024-01-01 00:00:19,42360.25,0.867
2024-01-01 00:00:20,42359.50,1.456
2024-01-01 00:00:21,42361.00,2.178
2024-01-01 00:00:22,42360.75,0.734
2024-01-01 00:00:23,42362.25,1.567
2024-01-01 00:00:24,42361.50,0.923
2024-01-01 00:00:25,42363.00,2.456
2024-01-01 00:00:26,42362.75,1.189
2024-01-01 00:00:27,42364.25,0.678
2024-01-01 00:00:28,42363.50,1.834
2024-01-01 00:00:29,42365.00,2.123
2024-01-01 00:00:30,42364.75,0.756
2024-01-01 00:00:31,42366.25,1.489
2024-01-01 00:00:32,42365.50,0.867
2024-01-01 00:00:33,42367.00,2.234
2024-01-01 00:00:34,42366.75,1.345
2024-01-01 00:00:35,42368.25,0.723
2024-01-01 00:00:36,42367.50,1.678
2024-01-01 00:00:37,42369.00,2.456
2024-01-01 00:00:38,42368.75,0.912
2024-01-01 00:00:39,42370.25,1.789
2024-01-01 00:00:40,42369.50,0.634
2024-01-01 00:00:41,42371.00,2.123
2024-01-01 00:00:42,42370.75,1.456
2024-01-01 00:00:43,42372.25,0.789
2024-01-01 00:00:44,42371.50,1.834
2024-01-01 00:00:45,42373.00,2.567
2024-01-01 00:00:46,42372.75,0.923
2024-01-01 00:00:47,42374.25,1.234
2024-01-01 00:00:48,42373.50,0.678
2024-01-01 00:00:49,42375.00,2.189
2024-01-01 00:00:50,42374.75,1.567
2024-01-01 00:00:51,42376.25,0.834
2024-01-01 00:00:52,42375.50,1.923
2024-01-01 00:00:53,42377.00,2.456
2024-01-01 00:00:54,42376.75,0.712
2024-01-01 00:00:55,42378.25,1.345
2024-01-01 00:00:56,42377.50,0.889
2024-01-01 00:00:57,42379.00,2.123
2024-01-01 00:00:58,42378.75,1.678
2024-01-01 00:00:59,42380.25,0.756
