timestamp,symbol,price,volume,bid,ask,bid_volume,ask_volume,trade_type
2024-01-01 09:30:00,GOOGL,2500.0,677,2499.98,2500.02,139,456,trade
2024-01-01 09:30:01,GOOGL,2499.99,130,2499.97,2500.01,483,255,trade
2024-01-01 09:30:02,GOOGL,2499.99,793,2499.98,2500.0,233,296,trade
2024-01-01 09:30:03,GOOGL,2499.98,364,2499.97,2499.99,414,103,trade
2024-01-01 09:30:04,GOOGL,2499.97,951,2499.97,2499.98,261,334,trade
2024-01-01 09:30:05,GOOGL,2499.96,879,2499.96,2499.97,339,270,trade
2024-01-01 09:30:06,GOOGL,2499.97,491,2499.96,2499.99,223,364,trade
2024-01-01 09:30:07,GOOGL,2499.96,437,2499.94,2499.97,139,174,trade
2024-01-01 09:30:08,GOOGL,2499.96,277,2499.96,2499.97,280,310,trade
2024-01-01 09:30:09,GOOGL,2499.98,398,2499.96,2499.99,281,286,trade
2024-01-01 09:30:10,GOOGL,2499.99,405,2499.97,2500.0,393,255,trade
2024-01-01 09:30:11,GOOGL,2499.98,714,2499.97,2499.98,220,394,trade
2024-01-01 09:30:12,GOOGL,2499.98,516,2499.96,2499.99,480,135,trade
2024-01-01 09:30:13,GOOGL,2499.96,940,2499.94,2499.99,110,292,trade
2024-01-01 09:30:14,GOOGL,2499.97,855,2499.96,2499.99,332,273,trade
2024-01-01 09:30:15,GOOGL,2499.99,390,2499.98,2499.99,322,426,trade
2024-01-01 09:30:16,GOOGL,2499.98,939,2499.96,2500.0,356,448,trade
2024-01-01 09:30:17,GOOGL,2499.98,795,2499.96,2500.0,422,404,trade
2024-01-01 09:30:18,GOOGL,2499.98,344,2499.97,2500.0,324,327,trade
2024-01-01 09:30:19,GOOGL,2499.98,559,2499.96,2500.0,446,421,trade
2024-01-01 09:30:20,GOOGL,2499.98,143,2499.96,2499.99,215,122,trade
2024-01-01 09:30:21,GOOGL,2499.98,279,2499.97,2499.99,444,103,trade
2024-01-01 09:30:22,GOOGL,2499.96,766,2499.95,2499.97,421,127,trade
2024-01-01 09:30:23,GOOGL,2499.97,224,2499.95,2499.99,419,344,trade
2024-01-01 09:30:24,GOOGL,2499.97,884,2499.97,2499.98,121,178,trade
2024-01-01 09:30:25,GOOGL,2499.97,937,2499.96,2499.98,114,430,trade
2024-01-01 09:30:26,GOOGL,2499.97,169,2499.95,2499.98,412,218,trade
2024-01-01 09:30:27,GOOGL,2499.95,411,2499.94,2499.96,245,164,trade
2024-01-01 09:30:28,GOOGL,2499.95,616,2499.94,2499.96,146,451,trade
2024-01-01 09:30:29,GOOGL,2499.95,538,2499.94,2499.97,401,494,trade
2024-01-01 09:30:30,GOOGL,2499.96,653,2499.94,2499.97,428,458,trade
2024-01-01 09:30:31,GOOGL,2499.95,689,2499.95,2499.96,214,124,trade
2024-01-01 09:30:32,GOOGL,2499.94,471,2499.92,2499.96,108,232,trade
